age,gender,weight_kg,height_m,bmi,fat_percentage,experience_level,goal,resting_bpm,avg_bpm,max_bpm,hrv_ms,session_date,hour_of_day,workout_type,session_duration_hours,workout_frequency_days_week,muscles_trained,calories_burned,water_intake_liters,time_in_gym_min,idle_time_min,completion_pct,sleep_hours,cumulative_load_7d_kcal,fatigue_score,recovery_ready,workout_completed,protein_target_g
43,Male,70.6,1.79,22.1,20.2,1,General Fitness,70,144,166,71.3,2024-12-27,19,HIIT,0.98,4,Core,498,2.2,63,18,91.6,5.9,294,37.7,1,1,26
22,Male,71.3,1.83,21.2,14.3,1,Muscle Gain,75,165,187,65.5,2024-07-22,19,HIIT,1.03,4,"Legs, Core, Chest",615,2.5,74,23,93.6,6.3,359,35.2,1,1,19
37,Male,83.9,1.83,25.1,22.4,2,Weight Loss,54,137,154,59.6,2024-03-11,19,HIIT,0.72,5,Legs,545,1.5,62,24,94.0,5.8,386,39.0,1,1,32
48,Male,66.1,1.8,20.4,19.3,3,General Fitness,49,126,148,56.2,2024-12-03,17,HIIT,0.86,5,Chest,519,2.3,72,17,100.0,7.0,294,34.3,1,1,21
18,Male,88.3,1.77,28.3,21.9,2,Muscle Gain,66,143,166,20.0,2024-03-01,20,HIIT,1.1,3,"Arms, Back, Legs",789,3.7,74,26,100.0,6.1,268,49.3,1,1,19
36,Female,65.4,1.62,25.0,22.1,2,General Fitness,65,160,184,50.0,2024-04-27,20,Strength,0.74,3,"Arms, Back",228,1.6,54,21,94.4,5.5,115,29.3,1,1,27
37,Male,90.0,1.84,26.6,24.2,1,Weight Loss,59,144,177,83.2,2024-08-16,17,CrossFit,1.14,3,"Legs, Back, Full Body",911,1.4,76,18,93.1,6.6,442,29.0,1,1,39
42,Male,55.5,1.82,16.8,13.6,2,General Fitness,73,152,173,100.0,2024-12-24,17,Strength,1.49,3,"Shoulders, Legs, Chest",368,1.5,99,28,100.0,5.3,182,11.3,1,1,27
22,Female,53.1,1.68,18.9,11.5,2,Muscle Gain,46,145,165,30.9,2024-03-23,17,Cardio,0.83,6,Core,334,4.6,66,23,98.3,8.3,251,33.2,1,1,16
21,Male,96.1,1.86,27.9,22.1,3,Weight Loss,59,161,173,58.5,2024-02-21,9,Strength,1.25,3,"Full Body, Legs",660,2.9,78,35,100.0,6.4,276,40.2,1,1,40
40,Female,62.0,1.71,21.2,18.4,2,Muscle Gain,60,160,180,43.6,2024-04-19,7,Strength,1.01,3,Chest,323,2.3,74,32,87.2,8.0,164,17.3,1,1,32
37,Male,87.6,1.72,29.6,27.8,2,General Fitness,48,124,149,96.0,2024-09-17,9,Yoga,0.97,5,"Full Body, Back",262,2.6,67,20,91.6,6.5,153,15.7,1,1,21
37,Female,59.1,1.59,23.5,20.5,1,Muscle Gain,79,152,170,32.9,2024-07-24,19,Cardio,1.7,2,"Legs, Back, Shoulders",632,2.7,119,49,88.6,5.8,211,46.3,1,1,26
38,Female,51.4,1.59,20.3,16.9,3,Weight Loss,51,143,167,62.5,2024-06-22,18,Yoga,0.83,3,"Core, Shoulders, Arms",120,2.0,66,22,95.4,8.2,47,18.1,1,1,17
28,Male,110.9,1.76,35.7,33.1,1,Muscle Gain,59,126,143,31.9,2024-10-08,19,Strength,1.43,4,Chest,923,2.1,94,31,98.6,7.1,460,43.0,1,1,45
37,Female,52.1,1.6,20.2,16.5,1,General Fitness,74,149,174,53.6,2024-11-10,19,Strength,1.06,4,Core,263,2.4,73,26,92.6,8.9,150,12.2,1,1,29
37,Male,98.2,1.72,33.0,31.9,2,Weight Loss,71,143,170,54.3,2024-12-22,10,Strength,1.04,3,Arms,562,1.9,77,31,90.6,6.5,201,28.6,1,1,37
27,Male,80.7,1.79,25.1,20.1,2,Weight Loss,53,160,187,76.4,2024-12-16,8,HIIT,0.8,4,Full Body,553,2.2,63,19,100.0,6.6,226,30.3,1,1,30
53,Female,63.2,1.58,25.2,26.2,2,Weight Loss,71,144,164,33.5,2024-12-27,18,Yoga,0.95,3,"Arms, Full Body",176,2.8,55,17,99.8,8.0,76,17.8,1,1,21
39,Female,54.6,1.74,18.0,14.4,2,Weight Loss,67,147,158,68.3,2024-01-27,20,Cardio,1.14,4,Shoulders,486,1.7,83,23,85.8,8.0,300,17.0,1,1,19
23,Male,77.7,1.67,27.7,22.3,3,Weight Loss,88,181,196,50.4,2024-03-23,19,Cardio,1.1,4,Chest,646,4.6,84,31,95.0,7.2,436,36.5,1,1,12
41,Male,67.0,1.76,21.5,19.0,1,Muscle Gain,69,140,164,65.5,2024-07-18,19,CrossFit,1.23,5,"Legs, Chest",722,3.1,85,34,82.3,10.0,563,19.7,1,1,36
25,Male,75.0,1.77,24.0,18.3,3,Endurance,63,155,194,69.2,2024-11-21,19,Strength,1.15,4,"Back, Core",403,1.5,84,34,100.0,6.7,298,29.0,1,1,33
42,Male,65.5,1.82,19.8,17.2,2,Endurance,56,149,166,29.3,2024-01-03,17,Cardio,0.6,4,Core,268,0.5,52,11,100.0,5.7,184,50.7,0,1,25
46,Female,69.6,1.69,24.4,23.7,2,Endurance,57,142,165,71.2,2024-02-16,7,Cardio,1.05,4,Legs,509,1.9,74,24,96.2,6.0,323,27.0,1,1,31
26,Male,75.9,1.7,26.4,21.5,2,Weight Loss,56,132,147,43.6,2024-03-15,9,Strength,1.47,3,"Full Body, Shoulders, Arms",534,3.0,102,42,79.3,6.7,245,35.3,1,0,38
44,Male,83.5,1.86,24.2,23.0,1,Endurance,78,150,162,81.9,2024-08-29,18,Strength,0.75,3,"Back, Full Body, Core",307,2.9,55,20,77.5,8.5,156,10.0,1,0,36
39,Male,57.8,1.79,17.9,14.2,3,Muscle Gain,65,156,170,56.7,2024-11-03,10,Strength,0.87,5,Shoulders,272,2.4,62,22,100.0,6.8,130,24.7,1,1,28
43,Male,60.3,1.79,18.7,16.1,2,General Fitness,70,156,159,50.8,2024-08-10,19,CrossFit,1.07,3,Back,552,2.0,71,25,77.8,8.6,220,15.1,1,0,43
53,Male,87.4,1.78,27.6,29.1,1,Muscle Gain,80,143,167,48.2,2024-02-15,11,HIIT,0.78,4,"Legs, Shoulders, Back",638,1.8,58,23,68.9,7.4,263,28.5,1,0,29
32,Female,66.6,1.72,22.5,18.2,2,Weight Loss,45,142,144,71.5,2024-02-02,7,Yoga,1.17,2,"Back, Core",236,2.2,90,33,88.7,8.1,74,9.3,1,1,23
27,Female,73.1,1.67,26.1,21.3,3,Endurance,77,166,183,75.2,2024-05-14,19,Cardio,0.87,5,Shoulders,434,1.7,58,17,100.0,7.4,275,25.8,1,1,22
26,Female,55.4,1.57,22.6,16.9,2,Weight Loss,65,152,162,44.3,2024-04-23,18,HIIT,0.65,6,Full Body,325,2.2,52,23,86.2,7.4,405,40.8,1,1,14
26,Male,91.1,1.66,33.2,29.6,3,General Fitness,69,163,175,27.3,2024-07-08,8,HIIT,1.04,3,"Back, Full Body",862,3.6,74,20,100.0,7.8,341,32.3,1,1,18
34,Female,69.2,1.83,20.7,16.5,1,Endurance,56,151,182,73.9,2024-02-10,21,CrossFit,1.39,4,"Legs, Full Body",867,1.9,101,42,79.2,6.4,503,35.3,1,0,40
38,Female,69.1,1.69,24.1,21.5,1,Flexibility,57,145,166,31.0,2024-11-07,12,Strength,1.57,4,Back,496,3.0,113,35,83.4,6.4,266,40.3,1,1,28
37,Female,71.1,1.79,22.1,18.8,1,Endurance,69,129,141,33.9,2024-01-20,18,Cardio,1.12,5,Core,500,3.1,73,28,75.6,7.3,331,49.6,1,0,22
43,Male,95.1,1.86,27.4,26.6,2,Weight Loss,88,153,168,33.7,2024-07-15,20,HIIT,1.19,2,Shoulders,1033,1.6,79,27,99.6,8.9,240,29.8,1,1,28
35,Male,89.6,1.73,30.1,28.0,1,Muscle Gain,75,159,172,51.7,2024-07-24,7,CrossFit,1.14,4,"Legs, Chest",893,1.8,76,24,74.2,5.5,412,40.5,1,0,45
49,Male,79.2,1.75,26.0,26.3,1,Endurance,77,138,157,33.3,2024-11-10,20,CrossFit,1.45,4,"Legs, Core",962,3.4,95,40,77.1,5.0,370,49.3,1,0,31
32,Male,102.9,1.74,33.8,31.7,3,Weight Loss,63,171,188,20.0,2024-12-01,18,HIIT,0.6,3,"Shoulders, Core, Arms",557,1.8,44,19,100.0,6.7,258,42.9,1,1,32
62,Male,78.8,1.72,26.5,29.9,3,Endurance,58,143,158,27.3,2024-09-23,7,Strength,1.24,3,"Chest, Full Body",523,2.5,86,30,96.4,8.0,210,35.7,1,1,37
41,Male,82.5,1.76,26.8,25.4,2,General Fitness,57,136,140,67.8,2024-05-26,18,Strength,0.79,3,"Back, Arms",314,4.1,53,27,72.1,7.1,174,25.2,1,0,29
26,Male,82.3,1.83,24.5,19.2,1,Weight Loss,60,139,158,34.6,2024-12-30,20,CrossFit,1.23,5,"Chest, Full Body",841,3.3,80,33,62.4,5.8,489,54.5,0,0,28
24,Female,64.1,1.61,24.6,18.8,1,Weight Loss,45,149,166,53.2,2024-11-01,19,Cardio,1.02,2,"Shoulders, Legs, Core",493,2.6,67,19,91.2,7.1,172,26.7,1,1,17
39,Male,83.2,1.81,25.4,23.2,1,General Fitness,57,135,162,98.9,2024-01-30,19,Strength,1.12,4,"Arms, Full Body",420,3.2,80,17,95.2,5.3,297,25.1,1,1,37
32,Male,103.0,1.66,37.3,35.9,2,Weight Loss,59,152,174,54.0,2024-03-30,7,CrossFit,1.8,3,Shoulders,1556,2.5,118,42,89.4,7.6,795,49.3,1,1,41
42,Female,65.4,1.6,25.7,24.3,3,Weight Loss,63,159,178,56.9,2024-11-23,8,Strength,0.83,3,"Back, Legs, Chest",270,3.3,59,28,86.1,6.7,120,17.5,1,1,31
39,Female,66.3,1.62,25.2,23.0,2,Muscle Gain,66,156,178,36.1,2024-09-10,18,HIIT,0.67,4,"Shoulders, Chest, Arms",452,0.9,46,19,88.2,6.9,245,37.4,1,1,25
34,Female,59.5,1.59,23.6,19.9,1,Endurance,68,135,147,100.0,2024-08-12,18,HIIT,0.69,5,"Core, Full Body, Back",361,2.4,43,23,82.7,7.4,307,12.4,1,1,16
26,Female,61.7,1.6,24.1,18.7,2,General Fitness,64,141,170,44.2,2024-01-06,20,Strength,1.11,4,"Shoulders, Chest",348,0.8,85,27,84.0,7.2,175,22.3,1,1,30
19,Male,93.2,1.63,35.3,30.5,1,Muscle Gain,59,140,166,55.4,2024-04-13,17,Cardio,1.42,5,"Legs, Arms, Full Body",1066,2.6,94,32,91.4,6.5,792,66.9,0,1,28
30,Female,81.6,1.6,32.0,29.1,2,General Fitness,45,146,173,81.3,2024-12-02,9,Strength,1.3,4,"Full Body, Chest, Legs",495,2.3,102,35,79.3,8.0,281,19.3,1,0,31
43,Male,77.0,1.78,24.2,22.7,2,Muscle Gain,59,136,166,51.4,2024-09-22,8,HIIT,0.73,4,"Legs, Core, Shoulders",562,3.6,58,22,81.9,7.8,278,29.2,1,1,36
37,Male,86.9,1.82,26.1,23.6,2,Endurance,55,147,170,56.0,2024-05-26,6,Cardio,1.01,4,"Shoulders, Core",751,3.1,80,32,90.9,5.2,447,45.4,1,1,16
22,Male,89.2,1.81,27.3,21.6,1,Weight Loss,69,134,165,54.4,2024-04-09,6,Strength,1.29,6,"Arms, Back",574,2.1,92,40,85.8,6.8,547,47.5,1,1,44
36,Male,66.9,1.79,20.8,17.0,1,Muscle Gain,74,143,166,54.5,2024-01-18,18,CrossFit,1.71,4,Shoulders,930,2.2,113,49,90.1,5.9,457,38.9,1,1,36
38,Male,84.5,1.86,24.4,21.8,3,General Fitness,74,152,170,57.4,2024-11-02,7,Cardio,0.93,4,"Shoulders, Core, Back",666,2.8,63,30,100.0,5.7,407,41.1,1,1,30
26,Female,73.8,1.73,24.7,19.4,1,Muscle Gain,72,150,169,71.1,2024-09-18,19,Strength,1.77,4,"Arms, Legs, Shoulders",695,2.0,111,42,93.5,7.5,264,18.4,1,1,34
36,Female,82.1,1.7,28.3,26.0,1,Weight Loss,63,136,155,47.1,2024-09-21,18,Strength,1.56,3,"Full Body, Chest, Legs",644,2.5,109,36,84.9,6.6,233,38.4,1,1,42
35,Female,65.6,1.67,23.6,20.2,1,Muscle Gain,59,131,146,44.7,2024-12-23,20,Strength,1.61,3,"Back, Shoulders",589,3.6,108,39,77.0,6.9,235,30.1,1,0,29
23,Male,93.2,1.72,31.6,27.0,1,Muscle Gain,57,160,193,47.8,2024-04-28,17,CrossFit,1.29,2,"Arms, Core, Legs",1130,1.8,90,35,90.0,6.3,340,45.9,1,1,40
38,Female,56.8,1.58,22.8,19.9,2,Weight Loss,49,129,151,27.0,2024-11-10,18,Strength,1.55,5,"Shoulders, Full Body",429,2.1,107,38,100.0,7.4,346,41.9,1,1,30
40,Female,68.5,1.77,22.0,19.4,3,General Fitness,74,161,180,20.0,2024-03-27,17,Cardio,0.9,3,"Back, Arms, Shoulders",472,2.3,66,19,100.0,7.7,205,41.6,1,1,21
45,Male,103.4,1.78,32.7,33.4,1,Endurance,63,146,169,65.9,2024-12-11,21,CrossFit,1.0,3,"Back, Core, Chest",919,5.0,68,21,89.5,9.2,427,25.0,1,1,41
45,Female,57.9,1.69,20.3,18.5,2,Muscle Gain,52,139,175,73.8,2024-01-19,19,HIIT,0.88,6,"Arms, Core",460,3.0,68,28,100.0,6.8,385,35.9,1,1,15
21,Male,81.6,1.78,25.6,19.3,2,General Fitness,56,172,182,72.4,2024-07-03,18,Cardio,1.29,4,"Arms, Legs, Chest",701,3.4,86,29,95.9,5.6,425,34.0,1,1,22
25,Male,84.1,1.72,28.6,23.9,2,Weight Loss,56,137,150,20.0,2024-05-02,18,CrossFit,1.16,2,Core,767,3.1,80,28,92.3,6.5,231,49.3,1,1,44
40,Female,62.3,1.71,21.2,18.4,3,General Fitness,65,153,161,45.1,2024-12-01,8,HIIT,0.35,5,"Back, Full Body",175,3.2,35,12,100.0,7.8,115,15.5,1,1,35
40,Male,59.5,1.68,21.2,18.4,3,Weight Loss,75,154,172,28.0,2024-01-01,19,Strength,1.07,3,Chest,331,2.9,74,21,100.0,6.2,134,39.8,1,1,32
40,Male,77.2,1.88,21.9,19.3,1,Weight Loss,61,120,141,62.9,2024-03-21,21,HIIT,0.59,4,Back,371,2.8,36,12,90.4,5.5,231,32.0,1,1,28
70,Female,85.6,1.62,32.6,39.0,3,Muscle Gain,45,123,139,41.6,2024-02-14,7,CrossFit,1.35,4,"Arms, Chest",998,1.3,96,31,100.0,6.2,725,51.4,0,1,38
40,Female,49.5,1.57,20.0,17.0,2,Endurance,63,140,155,66.8,2024-05-21,18,Cardio,1.14,3,"Shoulders, Core",485,2.8,85,26,100.0,6.5,245,24.5,1,1,20
46,Male,87.5,1.89,24.5,23.8,3,Endurance,63,154,174,49.6,2024-07-23,17,HIIT,0.61,3,"Back, Core, Shoulders",535,2.4,37,8,100.0,5.9,190,32.5,1,1,30
44,Male,59.4,1.69,20.7,18.8,2,Weight Loss,62,156,171,20.0,2024-06-29,19,CrossFit,1.99,3,"Shoulders, Back",857,2.9,124,43,94.4,7.2,305,43.2,1,1,35
41,Male,81.3,1.7,28.1,26.9,3,Weight Loss,58,134,156,30.7,2024-12-08,6,HIIT,0.87,2,Core,571,2.4,72,28,94.6,6.9,150,33.1,1,1,33
31,Female,67.9,1.63,25.7,21.8,3,Endurance,67,153,181,50.1,2024-07-21,7,Strength,1.52,3,"Chest, Full Body, Shoulders",484,3.1,102,41,100.0,7.8,211,27.3,1,1,28
42,Male,87.0,1.78,27.6,26.6,1,General Fitness,65,134,159,61.8,2024-07-26,6,Strength,1.86,6,Back,733,3.3,122,36,75.6,6.6,633,41.5,1,0,51
27,Male,69.9,1.81,21.3,15.6,2,Endurance,64,152,179,26.9,2024-10-27,7,HIIT,0.47,4,"Arms, Shoulders, Chest",256,0.5,36,21,73.2,7.6,174,32.2,1,0,23
32,Female,45.0,1.77,14.4,8.4,3,Weight Loss,69,171,188,20.0,2024-04-12,18,Strength,0.97,5,"Back, Chest, Shoulders",218,2.2,63,24,100.0,6.5,186,41.5,1,1,27
30,Male,51.0,1.96,13.3,8.0,3,Muscle Gain,60,157,179,51.1,2024-09-22,7,CrossFit,0.93,4,Full Body,426,1.0,65,17,86.9,5.9,244,38.3,1,1,26
35,Male,100.3,1.62,38.1,37.6,1,Endurance,60,122,140,31.9,2024-01-08,18,Cardio,1.49,4,"Core, Arms",1207,2.7,104,34,96.0,6.5,666,62.2,0,1,28
58,Male,76.0,1.82,22.9,24.6,2,Weight Loss,78,142,155,21.6,2024-12-26,20,Cardio,0.58,3,"Arms, Legs, Shoulders",318,2.3,45,6,100.0,5.4,147,50.6,0,1,27
18,Female,65.7,1.67,23.4,16.0,1,Muscle Gain,70,166,182,51.1,2024-02-05,6,HIIT,0.97,3,"Full Body, Core, Arms",561,3.6,71,17,100.0,8.8,279,25.5,1,1,25
41,Male,82.0,1.74,27.1,25.8,1,Muscle Gain,73,140,155,50.2,2024-02-16,6,Cardio,0.55,4,"Full Body, Arms",348,2.7,52,27,88.5,7.1,215,32.7,1,1,28
18,Male,66.0,1.74,21.9,14.2,2,Muscle Gain,77,167,192,37.4,2024-10-08,21,Cardio,1.23,5,"Back, Core",603,2.1,81,25,93.3,6.2,403,48.6,1,1,19
30,Female,47.8,1.63,18.0,12.3,1,Endurance,70,134,156,45.9,2024-05-25,18,Strength,1.46,2,"Shoulders, Legs",372,3.3,99,37,92.1,6.6,97,28.2,1,1,13
45,Male,66.9,1.9,18.6,16.5,3,Endurance,74,142,167,50.3,2024-10-13,7,HIIT,1.01,4,Full Body,629,2.2,76,26,94.4,4.5,300,51.4,0,1,13
35,Male,71.2,1.84,21.0,17.0,1,General Fitness,49,124,134,45.6,2024-10-25,9,CrossFit,1.48,2,"Legs, Arms, Shoulders",868,2.1,94,33,85.9,8.4,255,22.7,1,1,33
24,Male,87.5,1.78,27.6,22.4,3,Muscle Gain,67,163,194,51.4,2024-06-27,21,HIIT,0.69,4,"Back, Legs, Shoulders",463,2.8,52,20,97.0,8.3,289,16.8,1,1,29
27,Male,70.1,1.87,19.9,13.9,1,Muscle Gain,63,159,175,52.4,2024-06-26,8,Cardio,1.16,4,Core,683,3.8,89,21,93.8,7.1,433,33.3,1,1,20
41,Male,108.2,1.67,38.6,39.6,1,Weight Loss,81,143,154,63.4,2024-05-21,19,Strength,2.04,5,"Back, Legs",1043,3.2,131,52,87.2,7.3,874,58.3,0,1,39
27,Male,97.4,1.69,34.2,31.1,1,Muscle Gain,74,139,155,77.6,2024-04-25,8,Yoga,1.16,3,"Legs, Arms",349,3.0,85,29,81.7,5.7,183,25.2,1,1,31
37,Male,94.1,1.63,35.5,34.9,1,Weight Loss,58,128,167,76.8,2024-11-06,12,CrossFit,1.48,3,Back,1003,4.7,98,32,88.0,5.8,341,34.1,1,1,38
35,Male,80.2,1.73,26.8,24.0,1,Weight Loss,68,138,154,85.8,2024-04-09,20,Cardio,1.02,4,Back,613,1.9,80,30,88.8,5.3,372,32.0,1,1,23
28,Female,69.9,1.65,25.5,20.8,1,Weight Loss,66,149,166,76.8,2024-08-20,6,HIIT,0.77,6,"Core, Back",489,1.9,48,13,88.0,6.8,447,34.8,1,1,14
56,Female,71.3,1.57,28.9,31.4,2,Endurance,69,133,151,59.8,2024-07-25,9,Cardio,1.51,3,"Back, Chest, Shoulders",817,2.6,101,36,100.0,8.1,346,27.8,1,1,19
41,Female,45.0,1.63,17.0,13.6,1,Muscle Gain,54,129,147,51.3,2024-10-21,17,Cardio,1.64,4,"Legs, Arms",687,3.7,101,35,81.6,6.6,344,37.5,1,1,21
18,Female,55.0,1.65,20.1,12.1,2,Flexibility,68,164,177,47.2,2024-01-03,18,Yoga,1.29,4,"Shoulders, Chest",202,1.7,84,33,100.0,7.3,140,30.6,1,1,14
36,Male,92.5,1.84,27.4,25.0,2,Muscle Gain,62,137,158,37.4,2024-05-13,6,Strength,0.82,2,Full Body,404,3.9,56,19,100.0,8.0,105,23.8,1,1,41
28,Female,66.4,1.73,22.1,16.8,3,Muscle Gain,67,145,173,50.1,2024-03-30,12,Cardio,1.34,5,"Shoulders, Arms",695,1.3,89,26,90.5,5.4,333,45.6,1,1,29
43,Male,74.9,1.83,22.3,20.5,3,Weight Loss,57,130,152,63.9,2024-07-27,10,Strength,0.69,3,"Chest, Arms, Shoulders",244,2.4,45,18,100.0,8.8,105,12.0,1,1,30
27,Female,64.5,1.67,23.1,17.7,2,Endurance,59,142,153,40.5,2024-09-16,6,Cardio,1.1,5,"Chest, Legs",567,2.6,76,25,100.0,8.2,391,34.9,1,1,19
33,Female,62.5,1.73,20.8,16.4,1,Weight Loss,76,133,150,59.3,2024-02-24,11,HIIT,0.8,4,"Full Body, Shoulders",444,1.8,60,12,90.9,7.5,324,25.6,1,1,26
40,Female,63.1,1.61,24.3,22.2,1,Muscle Gain,54,127,142,46.5,2024-10-13,20,Strength,1.91,4,"Arms, Core",645,2.0,117,42,85.0,7.9,396,34.0,1,1,37
43,Female,56.4,1.68,19.9,17.6,3,Weight Loss,55,159,177,54.2,2024-02-07,9,HIIT,0.61,2,"Arms, Full Body, Back",358,3.1,43,12,100.0,8.0,98,17.2,1,1,16
22,Female,57.3,1.64,21.2,14.3,1,Flexibility,64,156,186,49.0,2024-09-14,18,Strength,1.24,5,"Back, Legs",360,3.7,97,36,92.4,7.3,250,37.0,1,1,21
31,Male,78.9,1.79,24.7,20.6,1,Endurance,57,144,162,45.2,2024-05-30,9,HIIT,1.22,3,"Shoulders, Chest",847,0.8,85,25,82.0,8.4,352,22.8,1,1,31
30,Male,91.4,1.72,30.9,27.8,1,Endurance,56,153,172,46.4,2024-06-23,7,Strength,0.8,4,"Legs, Core",396,2.6,49,11,100.0,6.5,302,42.8,1,1,41
28,Female,71.9,1.75,23.5,18.4,1,Weight Loss,66,137,171,70.1,2024-02-29,9,HIIT,0.65,5,"Full Body, Shoulders, Back",467,2.4,42,21,66.3,7.5,367,18.9,1,0,25
52,Male,64.0,1.67,22.9,23.2,1,Endurance,49,136,163,58.1,2024-09-19,17,HIIT,0.91,4,"Back, Arms",487,2.6,66,27,65.5,8.3,220,24.7,1,0,26
39,Female,83.2,1.69,29.1,27.7,3,Endurance,54,147,171,41.4,2024-05-11,9,CrossFit,0.91,3,"Chest, Shoulders, Arms",621,2.2,65,23,100.0,4.3,256,45.1,1,1,30
22,Female,61.2,1.54,25.9,19.9,1,Weight Loss,85,153,188,65.2,2024-10-02,18,CrossFit,0.84,6,"Core, Chest, Full Body",461,1.5,57,22,90.8,7.4,394,33.8,1,1,32
44,Male,102.3,1.86,29.6,29.4,2,Muscle Gain,69,140,163,46.7,2024-10-21,20,Strength,1.06,3,"Shoulders, Back, Full Body",537,3.7,85,34,88.6,7.7,192,27.2,1,1,39
56,Female,57.3,1.71,19.5,20.1,1,Weight Loss,57,112,116,82.5,2024-05-08,6,Strength,1.22,6,Chest,323,3.4,96,34,64.2,5.3,203,20.6,1,0,32
45,Female,45.0,1.66,16.4,13.8,1,Endurance,69,149,175,40.5,2024-12-21,18,HIIT,1.24,3,"Shoulders, Legs",524,2.4,83,23,74.2,7.3,245,40.9,1,0,20
19,Female,69.8,1.64,26.1,19.5,3,Weight Loss,70,155,162,46.3,2024-08-14,6,HIIT,0.65,3,Shoulders,430,2.1,53,20,100.0,6.2,162,38.2,1,1,27
30,Female,68.0,1.67,24.3,19.9,1,Weight Loss,74,142,165,31.9,2024-07-12,6,Strength,1.29,3,"Legs, Shoulders",427,2.0,92,37,79.8,7.4,217,38.0,1,0,35
47,Male,63.6,1.73,21.3,20.2,3,Weight Loss,63,141,147,43.1,2024-10-15,7,Strength,1.36,2,"Full Body, Shoulders",435,0.5,97,37,100.0,6.9,124,27.2,1,1,32
27,Female,57.3,1.54,24.0,18.8,2,Muscle Gain,74,142,158,21.4,2024-09-04,17,HIIT,0.96,3,"Full Body, Chest",472,2.8,64,23,92.6,6.1,188,48.6,1,1,21
39,Female,64.6,1.7,22.4,19.6,1,Weight Loss,45,117,134,74.9,2024-05-04,6,CrossFit,1.03,2,"Chest, Core",516,3.1,81,31,74.9,8.1,94,5.6,1,0,33
42,Male,87.8,1.64,32.6,32.6,3,General Fitness,54,130,143,65.3,2024-06-22,19,CrossFit,1.38,6,"Chest, Legs, Back",989,2.6,92,31,100.0,6.6,1003,48.1,1,1,34
25,Male,83.6,1.74,27.6,22.7,1,Weight Loss,66,140,157,75.7,2024-08-22,6,Strength,1.14,5,"Chest, Core, Full Body",479,2.4,81,34,87.1,7.3,357,18.5,1,1,34
34,Female,75.1,1.64,28.1,25.3,3,Weight Loss,68,173,186,50.6,2024-12-14,17,Cardio,0.84,2,Back,417,2.6,60,28,100.0,8.3,111,15.6,1,1,26
18,Male,86.4,1.78,27.2,20.6,1,Endurance,55,141,155,42.4,2024-08-23,18,Strength,1.51,3,Full Body,630,1.8,100,29,84.6,6.1,234,35.2,1,1,40
24,Female,72.3,1.65,26.6,21.2,3,General Fitness,67,150,174,34.0,2024-10-27,8,Cardio,1.31,4,Arms,716,2.1,90,37,100.0,7.0,507,46.2,1,1,20
32,Female,62.2,1.58,24.9,21.0,1,General Fitness,58,145,157,90.6,2024-01-15,18,Yoga,0.94,3,Back,192,2.4,60,32,79.6,6.5,69,11.6,1,0,15
22,Male,83.7,1.77,26.6,20.8,2,Weight Loss,62,177,195,83.7,2024-09-03,9,Yoga,1.06,5,Shoulders,260,3.1,64,25,84.5,6.7,175,16.0,1,1,18
51,Female,51.2,1.54,21.5,21.3,3,Weight Loss,75,139,161,52.5,2024-02-29,8,Cardio,0.98,4,"Chest, Arms, Back",339,3.6,68,29,100.0,9.2,210,8.4,1,1,11
20,Female,60.6,1.68,21.4,14.1,3,Muscle Gain,74,161,173,39.7,2024-05-12,19,Strength,1.81,4,"Core, Legs",539,2.3,114,37,100.0,7.5,375,39.6,1,1,27
30,Male,67.3,1.85,19.7,14.3,3,Weight Loss,55,179,188,77.4,2024-02-04,10,Cardio,0.75,4,"Back, Arms",362,1.7,58,18,100.0,7.3,200,18.1,1,1,20
36,Male,72.8,1.78,23.0,19.7,3,Muscle Gain,54,140,163,36.1,2024-07-14,19,CrossFit,1.12,4,"Core, Full Body, Chest",724,2.5,79,27,100.0,7.5,368,36.1,1,1,32
49,Male,52.3,1.73,17.6,16.2,3,Muscle Gain,60,145,171,54.6,2024-11-20,8,Strength,1.2,3,Legs,305,4.1,82,27,100.0,7.4,129,31.0,1,1,22
20,Male,112.4,1.66,41.0,37.6,1,Muscle Gain,64,140,159,87.0,2024-04-22,11,Cardio,1.3,3,Arms,858,1.7,95,27,100.0,5.2,418,34.1,1,1,24
46,Female,61.8,1.65,22.6,21.5,1,General Fitness,58,144,160,43.3,2024-12-12,7,HIIT,0.91,2,Legs,655,3.2,65,22,79.3,9.3,219,22.4,1,0,21
35,Male,69.5,1.74,23.1,19.6,1,Weight Loss,75,158,179,76.6,2024-12-25,17,HIIT,0.59,4,"Core, Shoulders, Full Body",374,3.6,38,17,74.3,5.5,170,31.5,1,0,23
25,Female,45.0,1.68,16.0,8.7,2,Endurance,68,168,188,65.4,2024-04-27,12,CrossFit,0.69,4,"Back, Chest, Arms",266,2.2,50,11,100.0,8.7,155,7.4,1,1,29
39,Male,72.4,1.76,23.5,21.0,2,Muscle Gain,69,141,162,54.2,2024-06-10,6,Cardio,1.23,5,"Full Body, Core, Back",586,1.9,90,32,95.8,7.6,329,31.1,1,1,27
36,Male,105.1,1.83,31.5,29.9,2,Muscle Gain,52,140,140,35.1,2024-07-30,17,Cardio,1.0,3,Core,696,3.0,61,22,98.1,7.2,338,44.2,1,1,33
